i, frequency, magnitude
0,1805200.0,-71.66
1,1805447.8405315615,-72.0
2,1805695.6810631228,-72.36
3,1805943.5215946843,-72.62
4,1806191.3621262459,-70.84
5,1806439.2026578074,-71.46
6,1806687.0431893687,-71.41
7,1806934.8837209302,-72.52
8,1807182.7242524917,-72.16
9,1807430.5647840532,-70.75
10,1807678.4053156145,-71.77
11,1807926.245847176,-72.19
12,1808174.0863787376,-71.54
13,1808421.926910299,-72.31
14,1808669.7674418604,-71.85
15,1808917.607973422,-72.53
16,1809165.4485049834,-71.87
17,1809413.2890365447,-71.93
18,1809661.1295681063,-73.46
19,1809908.9700996678,-72.22
20,1810156.8106312293,-71.68
21,1810404.6511627906,-71.0
22,1810652.4916943521,-71.48
23,1810900.3322259136,-71.04
24,1811148.1727574752,-72.94
26,1811643.853820598,-71.95
25,1811396.0132890365,-72.22
27,1811891.6943521595,-72.9
28,1812139.534883721,-71.43
29,1812387.3754152823,-71.53
30,1812635.2159468438,-72.54
31,1812883.0564784054,-71.48
32,1813130.8970099667,-72.43
33,1813378.7375415282,-71.36
34,1813626.5780730897,-71.98
35,1813874.4186046512,-70.96
36,1814122.2591362125,-72.68
37,1814370.099667774,-71.12
38,1814617.9401993356,-71.46
39,1814865.780730897,-72.1
40,1815113.6212624584,-70.43
41,1815361.46179402,-72.11
42,1815609.3023255814,-71.59
43,1815857.142857143,-71.72
44,1816104.9833887042,-70.65
45,1816352.8239202658,-70.41
46,1816600.6644518273,-72.31
47,1816848.5049833888,-70.38
48,1817096.34551495,-72.24
49,1817344.1860465116,-72.28
50,1817592.0265780732,-71.92
51,1817839.8671096344,-71.22
52,1818087.707641196,-72.42
53,1818335.5481727575,-69.99
54,1818583.388704319,-72.22
55,1818831.2292358803,-70.49
56,1819079.0697674418,-72.06
57,1819326.9102990034,-71.78
58,1819574.7508305649,-71.62
59,1819822.5913621262,-71.83
60,1820070.4318936877,-71.87
61,1820318.2724252492,-72.22
62,1820566.1129568107,-71.89
63,1820813.953488372,-70.9
64,1821061.7940199336,-72.25
65,1821309.634551495,-71.13
66,1821557.4750830564,-70.43
67,1821805.315614618,-71.07
68,1822053.1561461794,-72.08
69,1822300.996677741,-72.06
70,1822548.8372093022,-71.67
71,1822796.6777408638,-71.82
72,1823044.5182724253,-72.98
73,1823292.3588039868,-72.61
74,1823540.199335548,-72.54
75,1823788.0398671096,-71.99
76,1824035.8803986711,-71.98
77,1824283.7209302327,-71.64
78,1824531.561461794,-72.9
79,1824779.4019933555,-72.59
80,1825027.242524917,-72.97
81,1825275.0830564783,-72.25
82,1825522.9235880398,-71.34
83,1825770.7641196013,-70.62
84,1826018.6046511629,-71.52
85,1826266.4451827242,-72.37
86,1826514.2857142857,-72.5
87,1826762.1262458472,-72.46
88,1827009.9667774087,-72.16
89,1827257.80730897,-72.77
90,1827505.6478405315,-71.9
91,1827753.488372093,-72.34
92,1828001.3289036546,-73.55
93,1828249.1694352159,-71.52
94,1828497.0099667774,-71.87
95,1828744.850498339,-72.41
96,1828992.6910299002,-72.22
97,1829240.5315614617,-71.93
98,1829488.3720930233,-72.4
99,1829736.2126245848,-72.44
100,1829984.053156146,-72.81
101,1830231.8936877076,-71.84
102,1830479.7342192691,-73.01
103,1830727.5747508307,-71.05
104,1830975.415282392,-70.63
105,1831223.2558139535,-70.09
106,1831471.096345515,-70.74
107,1831718.9368770765,-71.98
108,1831966.7774086378,-72.5
109,1832214.6179401993,-72.67
110,1832462.4584717609,-71.44
111,1832710.2990033221,-71.62
112,1832958.1395348837,-72.13
113,1833205.9800664452,-72.19
114,1833453.8205980067,-72.07
115,1833701.661129568,-72.2
116,1833949.5016611295,-71.4
117,1834197.342192691,-71.93
118,1834445.1827242526,-71.22
119,1834693.0232558139,-70.35
120,1834940.8637873754,-71.85
121,1835188.704318937,-72.09
122,1835436.5448504984,-71.55
123,1835684.3853820597,-71.68
124,1835932.2259136213,-72.37
125,1836180.0664451828,-71.86
126,1836427.9069767443,-72.34
127,1836675.7475083056,-72.34
128,1836923.588039867,-72.14
129,1837171.4285714286,-70.0
130,1837419.26910299,-72.92
131,1837667.1096345515,-72.17
132,1837914.950166113,-72.36
133,1838162.7906976745,-72.3
134,1838410.6312292358,-72.08
135,1838658.4717607973,-72.04
136,1838906.3122923588,-70.75
137,1839154.1528239204,-71.33
138,1839401.9933554817,-71.85
139,1839649.8338870432,-72.57
140,1839897.6744186047,-72.02
141,1840145.5149501662,-71.64
142,1840393.3554817275,-70.67
143,1840641.196013289,-71.34
144,1840889.0365448506,-72.18
146,1841384.7176079734,-72.22
145,1841136.8770764119,-71.99
147,1841632.558139535,-72.21
148,1841880.3986710964,-71.2
149,1842128.2392026577,-71.69
150,1842376.0797342192,-72.76
151,1842623.9202657808,-71.15
152,1842871.7607973423,-71.49
153,1843119.6013289036,-72.66
154,1843367.441860465,-72.85
155,1843615.2823920266,-72.17
156,1843863.1229235881,-71.61
157,1844110.9634551494,-71.92
158,1844358.803986711,-71.48
159,1844606.6445182725,-72.5
161,1845102.3255813953,-72.45
160,1844854.4850498338,-72.61
162,1845350.1661129568,-72.62
164,1845845.8471760796,-72.21
163,1845598.0066445183,-72.0
165,1846093.6877076412,-71.79
166,1846341.5282392027,-72.67
167,1846589.3687707642,-72.17
168,1846837.2093023255,-69.87
169,1847085.049833887,-71.53
171,1847580.73089701,-71.53
170,1847332.8903654485,-71.43
172,1847828.5714285714,-71.68
173,1848076.411960133,-71.21
174,1848324.2524916944,-71.91
175,1848572.093023256,-70.9
176,1848819.9335548172,-71.99
177,1849067.7740863787,-71.39
178,1849315.6146179403,-71.87
179,1849563.4551495016,-72.91
180,1849811.295681063,-72.41
181,1850059.1362126246,-71.12
182,1850306.9767441861,-72.95
183,1850554.8172757474,-72.32
184,1850802.657807309,-72.17
185,1851050.4983388705,-72.49
186,1851298.338870432,-72.05
187,1851546.1794019933,-72.21
188,1851794.0199335548,-72.44
189,1852041.8604651163,-72.27
190,1852289.7009966779,-71.79
191,1852537.5415282391,-72.15
192,1852785.3820598007,-71.59
193,1853033.2225913622,-71.37
194,1853281.0631229235,-71.54
195,1853528.903654485,-71.29
196,1853776.7441860465,-71.14
197,1854024.584717608,-72.75
198,1854272.4252491693,-72.24
199,1854520.2657807309,-72.57
200,1854768.1063122924,-71.55
201,1855015.946843854,-71.69
202,1855263.7873754152,-71.25
203,1855511.6279069767,-71.63
204,1855759.4684385383,-73.32
205,1856007.3089700998,-71.24
206,1856255.149501661,-72.12
207,1856502.9900332226,-73.09
208,1856750.8305647841,-72.07
209,1856998.6710963454,-72.79
210,1857246.511627907,-71.4
211,1857494.3521594685,-72.01
212,1857742.19269103,-71.51
213,1857990.0332225913,-72.28
214,1858237.8737541528,-72.15
215,1858485.7142857143,-72.67
216,1858733.5548172758,-72.25
217,1858981.3953488371,-72.47
218,1859229.2358803987,-72.1
219,1859477.0764119602,-71.87
220,1859724.9169435217,-72.38
221,1859972.757475083,-72.21
222,1860220.5980066445,-72.56
223,1860468.438538206,-71.09
224,1860716.2790697673,-69.84
225,1860964.1196013289,-72.6
226,1861211.9601328904,-72.57
227,1861459.800664452,-70.44
228,1861707.6411960132,-86.35
229,1861955.4817275747,-87.49
230,1862203.3222591362,-86.67
231,1862451.1627906978,-86.17
232,1862699.003322259,-87.82
233,1862946.8438538206,-87.58
234,1863194.684385382,-85.24
235,1863442.5249169436,-87.33
236,1863690.365448505,-87.16
237,1863938.2059800664,-87.79
238,1864186.046511628,-87.75
239,1864433.8870431893,-86.99
240,1864681.7275747508,-87.26
241,1864929.5681063123,-87.88
242,1865177.4086378738,-87.55
243,1865425.2491694351,-87.79
244,1865673.0897009966,-87.72
245,1865920.9302325582,-86.02
246,1866168.7707641197,-87.47
247,1866416.611295681,-87.91
248,1866664.4518272425,-87.24
249,1866912.292358804,-86.89
250,1867160.1328903656,-85.82
251,1867407.9734219268,-87.13
252,1867655.8139534884,-87.23
253,1867903.65448505,-87.65
254,1868151.4950166112,-86.52
255,1868399.3355481727,-85.99
256,1868647.1760797342,-87.1
257,1868895.0166112958,-86.47
258,1869142.857142857,-87.43
259,1869390.6976744186,-86.95
260,1869638.53820598,-85.87
261,1869886.3787375416,-86.03
262,1870134.219269103,-87.78
263,1870382.0598006644,-86.7
264,1870629.900332226,-87.69
265,1870877.7408637875,-86.25
266,1871125.5813953488,-87.05
267,1871373.4219269103,-87.04
268,1871621.2624584718,-87.98
269,1871869.102990033,-86.42
270,1872116.9435215946,-86.16
271,1872364.7840531562,-86.4
272,1872612.6245847177,-88.07
273,1872860.465116279,-85.96
274,1873108.3056478405,-87.53
275,1873356.146179402,-87.24
276,1873603.9867109635,-86.98
277,1873851.8272425248,-87.15
278,1874099.6677740864,-88.3
279,1874347.5083056479,-88.48
280,1874595.3488372094,-87.44
281,1874843.1893687707,-87.09
282,1875091.0299003322,-85.94
283,1875338.8704318937,-85.46
284,1875586.710963455,-86.62
285,1875834.5514950166,-85.16
286,1876082.392026578,-86.29
287,1876330.2325581396,-88.1
288,1876578.073089701,-87.45
289,1876825.9136212624,-87.21
290,1877073.754152824,-87.36
291,1877321.5946843855,-87.5
292,1877569.4352159468,-87.25
293,1877817.2757475083,-87.16
294,1878065.1162790698,-87.01
295,1878312.9568106313,-88.84
296,1878560.7973421926,-87.5
297,1878808.6378737541,-87.77
298,1879056.4784053157,-85.61
299,1879304.3189368772,-87.24
